day,time,clearing price (CNY/MWh)
2023/7/1,0:15,447.9614123
2023/7/1,0:30,428.2327257
2023/7/1,0:45,417.1681168
2023/7/1,1:00,419.4875374
2023/7/1,1:15,401.5742693
2023/7/1,1:30,399.0881684
2023/7/1,1:45,405.447771
2023/7/1,2:00,378.1897484
2023/7/1,2:15,397.9137058
2023/7/1,2:30,385.6401082
2023/7/1,2:45,387.1654743
2023/7/1,3:00,311.0739803
2023/7/1,3:15,396.0240887
2023/7/1,3:30,411.1676915
2023/7/1,3:45,400.521748
2023/7/1,4:00,369.2846693
2023/7/1,4:15,378.9611901
2023/7/1,4:30,364.8103469
2023/7/1,4:45,350.6091263
2023/7/1,5:00,338.0534957
2023/7/1,5:15,361.2233721
2023/7/1,5:30,354.7901475
2023/7/1,5:45,354.068112
2023/7/1,6:00,384.7863784
2023/7/1,6:15,413.9921793
2023/7/1,6:30,432.527831
2023/7/1,6:45,392.3997042
2023/7/1,7:00,302.5889869
2023/7/1,7:15,299.3453104
2023/7/1,7:30,328.3808188
2023/7/1,7:45,319.7871776
2023/7/1,8:00,274.5686177
2023/7/1,8:15,283.4015479
2023/7/1,8:30,303.2835871
2023/7/1,8:45,273.7941858
2023/7/1,9:00,257.8152878
2023/7/1,9:15,239.3065461
2023/7/1,9:30,216.3904752
2023/7/1,9:45,208.4250904
2023/7/1,10:00,202.4569944
2023/7/1,10:15,210.5456298
2023/7/1,10:30,206.6839654
2023/7/1,10:45,230.697783
2023/7/1,11:00,224.579872
2023/7/1,11:15,215.5496267
2023/7/1,11:30,190.5752384
2023/7/1,11:45,191.8998291
2023/7/1,12:00,158.1232265
2023/7/1,12:15,167.4136929
2023/7/1,12:30,191.8561327
2023/7/1,12:45,193.7655596
2023/7/1,13:00,230.876243
2023/7/1,13:15,238.0453688
2023/7/1,13:30,243.0077933
2023/7/1,13:45,236.3473894
2023/7/1,14:00,307.5272106
2023/7/1,14:15,304.0275276
2023/7/1,14:30,264.1437825
2023/7/1,14:45,268.5078621
2023/7/1,15:00,277.1076155
2023/7/1,15:15,298.4154187
2023/7/1,15:30,334.4816286
2023/7/1,15:45,324.9617414
2023/7/1,16:00,458.6468576
2023/7/1,16:15,461.2360172
2023/7/1,16:30,464.8797217
2023/7/1,16:45,464.4875694
2023/7/1,17:00,526.3721185
2023/7/1,17:15,541.3326397
2023/7/1,17:30,532.2984002
2023/7/1,17:45,530.0512457
2023/7/1,18:00,545.671382
2023/7/1,18:15,544.0668076
2023/7/1,18:30,543.6875646
2023/7/1,18:45,544.758361
2023/7/1,19:00,524.7329435
2023/7/1,19:15,505.9571063
2023/7/1,19:30,528.7793601
2023/7/1,19:45,546.1193505
2023/7/1,20:00,517.8646595
2023/7/1,20:15,531.472945
2023/7/1,20:30,516.5818248
2023/7/1,20:45,513.042032
2023/7/1,21:00,524.6647913
2023/7/1,21:15,512.0985065
2023/7/1,21:30,476.2303873
2023/7/1,21:45,485.0457537
2023/7/1,22:00,486.0092289
2023/7/1,22:15,494.1425168
2023/7/1,22:30,484.4712832
2023/7/1,22:45,478.462257
2023/7/1,23:00,473.3245599
2023/7/1,23:15,465.0608207
2023/7/1,23:30,473.03375
2023/7/1,23:45,446.8236024
2023/7/1,24:00:00,426.5392339
2023/7/2,0:15,402.1369781
2023/7/2,0:30,407.1844976
2023/7/2,0:45,386.6513185
2023/7/2,1:00,375.2344909
2023/7/2,1:15,373.6605626
2023/7/2,1:30,388.2347451
2023/7/2,1:45,403.0535663
2023/7/2,2:00,356.2180469
2023/7/2,2:15,365.5053695
2023/7/2,2:30,372.1210524
2023/7/2,2:45,367.6029726
2023/7/2,3:00,355.3290872
2023/7/2,3:15,344.4409987
2023/7/2,3:30,353.4991081
2023/7/2,3:45,325.2261254
2023/7/2,4:00,317.908919
2023/7/2,4:15,315.2488773
2023/7/2,4:30,317.2813541
2023/7/2,4:45,328.6145734
2023/7/2,5:00,354.9993581
2023/7/2,5:15,385.1722076
2023/7/2,5:30,387.1681518
2023/7/2,5:45,367.5091107
