day,time,clearing price (CNY/MWh)
2023/7/1,0:15,407.78144452239314
2023/7/1,0:30,396.7751790986249
2023/7/1,0:45,391.59285020016716
2023/7/1,1:00,391.22732980905425
2023/7/1,1:15,383.44424352868987
2023/7/1,1:30,379.5981749748088
2023/7/1,1:45,382.8663284987704
2023/7/1,2:00,369.24979492681973
2023/7/1,2:15,382.19093295040506
2023/7/1,2:30,376.0762624418847
2023/7/1,2:45,376.15224616344113
2023/7/1,3:00,337.90595585073396
2023/7/1,3:15,380.1353740981464
2023/7/1,3:30,383.7154735641846
2023/7/1,3:45,379.34829888267114
2023/7/1,4:00,363.5709772706684
2023/7/1,4:15,368.4185723289508
2023/7/1,4:30,362.3068540974795
2023/7/1,4:45,356.2254994167533
2023/7/1,5:00,352.2215902273076
2023/7/1,5:15,364.0486417185725
2023/7/1,5:30,359.88261477275404
2023/7/1,5:45,359.24942272842696
2023/7/1,6:00,373.04879764506666
2023/7/1,6:15,380.09161304910594
2023/7/1,6:30,382.2694566715348
2023/7/1,6:45,357.18937249187246
2023/7/1,7:00,310.9554536737537
2023/7/1,7:15,305.7486810872118
2023/7/1,7:30,320.671238767195
2023/7/1,7:45,315.90432019282906
2023/7/1,8:00,291.4517683542675
2023/7/1,8:15,293.78740383967306
2023/7/1,8:30,300.5488955452192
2023/7/1,8:45,284.6597141212317
2023/7/1,9:00,276.9684650695906
2023/7/1,9:15,265.106705294948
2023/7/1,9:30,254.1952675417122
2023/7/1,9:45,249.88800269259485
2023/7/1,10:00,247.47153312423913
2023/7/1,10:15,253.6081367031384
2023/7/1,10:30,255.13590170980015
2023/7/1,10:45,270.5470745900707
2023/7/1,11:00,275.6207273674368
2023/7/1,11:15,277.9164856000977
2023/7/1,11:30,264.899450931995
2023/7/1,11:45,263.79589541001604
2023/7/1,12:00,245.77951184107602
2023/7/1,12:15,247.70072034814143
2023/7/1,12:30,260.05436108800444
2023/7/1,12:45,264.6944079149513
2023/7/1,13:00,284.1313718024277
2023/7/1,13:15,290.53299421449674
2023/7/1,13:30,293.95796767842893
2023/7/1,13:45,292.36359755898525
2023/7/1,14:00,329.8167213185858
2023/7/1,14:15,324.9309581882169
2023/7/1,14:30,302.9570402425492
2023/7/1,14:45,309.13720016380915
2023/7/1,15:00,318.232985138689
2023/7/1,15:15,331.58756036715226
2023/7/1,15:30,352.3964845139097
2023/7/1,15:45,347.07347068851175
2023/7/1,16:00,413.8861817100313
2023/7/1,16:15,421.2541416049697
2023/7/1,16:30,424.12168027998604
2023/7/1,16:45,429.5571229520473
2023/7/1,17:00,464.94064738981564
2023/7/1,17:15,472.76441735797545
2023/7/1,17:30,471.46086465291216
2023/7/1,17:45,474.03747674592273
2023/7/1,18:00,482.7540570185109
2023/7/1,18:15,482.9565190904825
2023/7/1,18:30,484.9045178409191
2023/7/1,18:45,486.3002473308711
2023/7/1,19:00,476.25872364419695
2023/7/1,19:15,467.2321897348324
2023/7/1,19:30,478.06874003801715
2023/7/1,19:45,486.1034179501738
2023/7/1,20:00,472.5068879699098
2023/7/1,20:15,476.9080042067688
2023/7/1,20:30,468.36583049502445
2023/7/1,20:45,465.4474494815036
2023/7/1,21:00,470.9548209617802
2023/7/1,21:15,463.7582751179375
2023/7/1,21:30,444.8768017444071
2023/7/1,21:45,445.24457681009295
2023/7/1,22:00,444.38691026324705
2023/7/1,22:15,453.00558813093954
2023/7/1,22:30,448.1807206993622
2023/7/1,22:45,443.99610692130926
2023/7/1,23:00,440.2944082953764
2023/7/1,23:15,437.5028481669673
2023/7/1,23:30,437.0103936222099
2023/7/1,23:45,421.44298860082296
2023/7/1,24:00:00,407.8157477138984
2023/7/2,0:15,395.7605839563077
2023/7/2,0:30,398.9671105061509
2023/7/2,0:45,387.77428767889216
2023/7/2,1:00,382.19519327023585
2023/7/2,1:15,379.9074312446056
2023/7/2,1:30,386.9014224229478
2023/7/2,1:45,392.03314668153945
2023/7/2,2:00,370.74857431884266
2023/7/2,2:15,375.42849167083233
2023/7/2,2:30,378.7970716098904
2023/7/2,2:45,374.1653468742098
2023/7/2,3:00,369.9457712311124
2023/7/2,3:15,362.4883868830677
2023/7/2,3:30,366.4089483864434
2023/7/2,3:45,352.15700247245354
2023/7/2,4:00,349.6420972551441
2023/7/2,4:15,348.2082711798839
2023/7/2,4:30,349.36173139190817
2023/7/2,4:45,354.9478619110212
2023/7/2,5:00,367.8909701340017
2023/7/2,5:15,383.35093151005134
2023/7/2,5:30,384.04251179678636
2023/7/2,5:45,373.901332303302
2023/7/2,6:00,364.00899233286975
2023/7/2,6:15,387.0334355566796
2023/7/2,6:30,375.23340683437243
2023/7/2,6:45,382.51828242254635
2023/7/2,7:00,347.367156670225
2023/7/2,7:15,328.8320948388918
2023/7/2,7:30,319.4815150289019
2023/7/2,7:45,307.6893353403178
2023/7/2,8:00,263.65453276268585
2023/7/2,8:15,250.8059291029647
2023/7/2,8:30,247.2779420378729
2023/7/2,8:45,246.59614279700173
