day,time,clearing price (CNY/MWh)
2023/7/1,0:15,404.22506508539516
2023/7/1,0:30,394.7659970279603
2023/7/1,0:45,390.6494780471722
2023/7/1,1:00,389.7701636594075
2023/7/1,1:15,383.83398106060514
2023/7/1,1:30,379.69105797304275
2023/7/1,1:45,382.40451770835955
2023/7/1,2:00,371.2437017178378
2023/7/1,2:15,383.0255154400569
2023/7/1,2:30,378.0198943724863
2023/7/1,2:45,377.8212552781181
2023/7/1,3:00,346.38309077226546
2023/7/1,3:15,380.9178720591841
2023/7/1,3:30,382.3367068906563
2023/7/1,3:45,379.11882654693915
2023/7/1,4:00,366.1210855525369
2023/7/1,4:15,370.0996606771443
2023/7/1,4:30,365.45425901367463
2023/7/1,4:45,360.85486530335476
2023/7/1,5:00,358.4357440933628
2023/7/1,5:15,368.22592936148243
2023/7/1,5:30,364.449009699947
2023/7/1,5:45,363.8263659987891
2023/7/1,6:00,374.54914527793204
2023/7/1,6:15,377.451421598652
2023/7/1,6:30,376.5430601166315
2023/7/1,6:45,354.07130318873493
2023/7/1,7:00,315.65463690309326
2023/7/1,7:15,310.02280833118306
2023/7/1,7:30,322.4131309567102
2023/7/1,7:45,318.3256204791117
2023/7/1,8:00,297.57408466361414
2023/7/1,8:15,298.6985905055718
2023/7/1,8:30,303.03479310448336
2023/7/1,8:45,289.5707616369674
2023/7/1,9:00,283.3772533951576
2023/7/1,9:15,272.6598025902467
2023/7/1,9:30,263.9201307682474
2023/7/1,9:45,260.26483605008883
2023/7/1,10:00,258.4990108106897
2023/7/1,10:15,264.32609438185415
2023/7/1,10:30,266.8931286271211
2023/7/1,10:45,280.82391073888914
2023/7/1,11:00,288.0746971549463
2023/7/1,11:15,292.5453536380374
2023/7/1,11:30,281.67004582038703
2023/7/1,11:45,280.0941069538479
2023/7/1,12:00,264.8920011653877
2023/7/1,12:15,265.4322627750705
2023/7/1,12:30,275.61256809726314
2023/7/1,12:45,280.8178331729793
2023/7/1,13:00,297.09115998673485
2023/7/1,13:15,303.41097297986363
2023/7/1,13:30,306.57808049008645
2023/7/1,13:45,305.9303130914568
2023/7/1,14:00,337.34989557674675
2023/7/1,14:15,332.1519195776179
2023/7/1,14:30,313.3611296198309
2023/7/1,14:45,319.94814640081074
2023/7/1,15:00,329.2291352208032
2023/7/1,15:15,341.2061428795529
2023/7/1,15:30,359.32427197795244
2023/7/1,15:45,354.7454339579378
2023/7/1,16:00,409.5205151093647
2023/7/1,16:15,417.87012665354365
2023/7/1,16:30,420.61886920972074
2023/7/1,16:45,427.2159093613439
2023/7/1,17:00,457.918074354175
2023/7/1,17:15,464.46409927740314
2023/7/1,17:30,464.6163415469163
2023/7/1,17:45,468.13523541954555
2023/7/1,18:00,475.62730583490656
2023/7/1,18:15,476.1751294654592
2023/7/1,18:30,478.5847841427915
2023/7/1,18:45,480.0562082007316
2023/7/1,19:00,471.81120911571315
2023/7/1,19:15,464.54677749279546
2023/7/1,19:30,473.2144096275731
2023/7/1,19:45,479.5614249472344
2023/7/1,20:00,468.6139802570578
2023/7/1,20:15,471.30974549199965
2023/7/1,20:30,463.88844988930964
2023/7/1,20:45,461.0589532905708
2023/7/1,21:00,465.4594748002459
2023/7/1,21:15,459.21121390402544
2023/7/1,21:30,443.36838851335466
2023/7/1,21:45,442.1347989770293
2023/7/1,22:00,440.9225388230796
2023/7/1,22:15,449.7196275643859
2023/7/1,22:30,445.76732102592985
2023/7/1,22:45,441.88749948467256
2023/7/1,23:00,438.4216235728224
2023/7/1,23:15,436.6418618612913
2023/7/1,23:30,434.53605984645213
2023/7/1,23:45,420.83510185714533
2023/7/1,24:00:00,408.33644281648554
2023/7/2,0:15,398.5066749124837
2023/7/2,0:30,401.39547806634647
2023/7/2,0:45,391.86539470031136
2023/7/2,1:00,387.3396786459663
2023/7/2,1:15,384.8934105963548
2023/7/2,1:30,390.5171053348413
2023/7/2,1:45,393.859598415532
2023/7/2,2:00,377.21686026431195
2023/7/2,2:15,381.06816979901663
2023/7/2,2:30,383.85348598350885
2023/7/2,2:45,379.15385144893037
2023/7/2,3:00,376.4223989071943
2023/7/2,3:15,369.5422745037441
2023/7/2,3:30,372.5259075223394
2023/7/2,3:45,360.7954391485495
2023/7/2,4:00,359.16782210115537
2023/7/2,4:15,357.9526387327392
2023/7/2,4:30,358.9506204000675
2023/7/2,4:45,363.5006653388487
2023/7/2,5:00,374.01928611697804
2023/7/2,5:15,386.83839836626316
2023/7/2,5:30,387.2890653199125
2023/7/2,5:45,378.8548677385754
2023/7/2,6:00,371.11531464451923
2023/7/2,6:15,389.3409467417931
2023/7/2,6:30,378.58904476033086
2023/7/2,6:45,383.4679778627072
2023/7/2,7:00,354.2884675733839
2023/7/2,7:15,339.06758035302585
2023/7/2,7:30,329.3406665266259
2023/7/2,7:45,319.06583646600814
2023/7/2,8:00,281.64141108168275
2023/7/2,8:15,268.5082440689867
2023/7/2,8:30,265.3037067494655
2023/7/2,8:45,263.6819837991423
2023/7/2,9:00,256.39763278384913
2023/7/2,9:15,263.30381613078197
2023/7/2,9:30,268.0644694267947
2023/7/2,9:45,271.625738202
2023/7/2,10:00,269.37734412639384
2023/7/2,10:15,265.8946407446601
2023/7/2,10:30,270.55999090704535
2023/7/2,10:45,276.93850527932466
2023/7/2,11:00,283.7313967198906
2023/7/2,11:15,292.30395273461744
2023/7/2,11:30,295.51047367958273
2023/7/2,11:45,294.15549869181183
2023/7/2,12:00,289.18337869980775
2023/7/2,12:15,262.5138727206903
2023/7/2,12:30,261.59031471894815
2023/7/2,12:45,309.7584079770757
2023/7/2,13:00,299.39902685967854
2023/7/2,13:15,298.9011874770907
2023/7/2,13:30,309.5332493022785
2023/7/2,13:45,319.4954144798456
2023/7/2,14:00,323.61422765503715
2023/7/2,14:15,325.9870946928739
2023/7/2,14:30,307.21355275640116
2023/7/2,14:45,305.0264930684894
2023/7/2,15:00,353.4623268719374
2023/7/2,15:15,360.5064962912667
2023/7/2,15:30,366.65959466557786
2023/7/2,15:45,375.4412531720157
2023/7/2,16:00,424.2387671537786
2023/7/2,16:15,429.2833799542774
2023/7/2,16:30,438.999523445192
2023/7/2,16:45,440.70183329444575
2023/7/2,17:00,466.3402470355742
2023/7/2,17:15,466.43573915900066
2023/7/2,17:30,471.5274242496841
2023/7/2,17:45,473.38464727828017
2023/7/2,18:00,478.4740128831203
2023/7/2,18:15,478.29932414526496
2023/7/2,18:30,480.26786480399727
2023/7/2,18:45,480.5115510352223
2023/7/2,19:00,485.21531860119813
2023/7/2,19:15,482.71303081551486
2023/7/2,19:30,480.3161478218428
2023/7/2,19:45,470.95646455384053
2023/7/2,20:00,464.76278725106465
2023/7/2,20:15,478.72427836407445
2023/7/2,20:30,503.16204208313485
2023/7/2,20:45,510.1262414035294
2023/7/2,21:00,506.17327043672407
2023/7/2,21:15,496.4241148596151
2023/7/2,21:30,499.2329614890514
2023/7/2,21:45,494.99934913389086
2023/7/2,22:00,494.314023647937
2023/7/2,22:15,502.94118643268257
2023/7/2,22:30,526.6316955969597
2023/7/2,22:45,498.2887695919276
2023/7/2,23:00,501.03371293988005
2023/7/2,23:15,485.91193747647
2023/7/2,23:30,469.8103775531462
2023/7/2,23:45,453.46900082474855
2023/7/2,24:00:00,433.22030951494094
2023/7/3,0:15,426.1595352587072
2023/7/3,0:30,421.93632809335804
2023/7/3,0:45,420.32502462930114
2023/7/3,1:00,419.2613389169872
2023/7/3,1:15,421.84171232884984
2023/7/3,1:30,415.8587081858306
2023/7/3,1:45,409.07101617784735
2023/7/3,2:00,393.707864601433
2023/7/3,2:15,380.7283832573299
2023/7/3,2:30,394.8548292904532
2023/7/3,2:45,395.5839578889548
2023/7/3,3:00,392.91436379913284
2023/7/3,3:15,393.82208539299927
2023/7/3,3:30,369.50361969749207
2023/7/3,3:45,378.2064942202774
2023/7/3,4:00,381.24945475963455
2023/7/3,4:15,397.11296217111965
2023/7/3,4:30,399.65395010376386
2023/7/3,4:45,393.65569422878957
2023/7/3,5:00,400.94729961298606
2023/7/3,5:15,399.56633020653067
2023/7/3,5:30,403.2081027472894
2023/7/3,5:45,412.7561994387516
2023/7/3,6:00,428.66244259822156
2023/7/3,6:15,435.9869766682883
2023/7/3,6:30,422.19493751247353
2023/7/3,6:45,416.79967231097226
2023/7/3,7:00,408.67037664180907
2023/7/3,7:15,412.1419312277871
2023/7/3,7:30,419.7664258963674
2023/7/3,7:45,425.4806149617942
