day,time,clearing price (CNY/MWh)
2023/7/1,0:15,401.5167339033347
2023/7/1,0:30,384.60297948892924
2023/7/1,0:45,376.47786222525593
2023/7/1,1:00,367.9404156858219
2023/7/1,1:15,382.6964380254956
2023/7/1,1:30,376.32186590927745
2023/7/1,1:45,372.3583422707549
2023/7/1,2:00,352.3238987738865
2023/7/1,2:15,369.3025701417877
2023/7/1,2:30,384.6931616571616
2023/7/1,2:45,387.34216070290734
2023/7/1,3:00,355.27642256448115
2023/7/1,3:15,359.03073038495364
2023/7/1,3:30,365.99761531877135
2023/7/1,3:45,367.07196348652667
2023/7/1,4:00,350.6056236277351
2023/7/1,4:15,381.10682941019184
2023/7/1,4:30,383.1070450914048
2023/7/1,4:45,368.48300629085327
2023/7/1,5:00,362.1913898591396
2023/7/1,5:15,378.323796103007
2023/7/1,5:30,367.6719861075033
2023/7/1,5:45,367.84737861271134
2023/7/1,6:00,375.58750980434024
2023/7/1,6:15,388.0720025013547
2023/7/1,6:30,381.90578030776794
2023/7/1,6:45,375.0110716474103
2023/7/1,7:00,331.99427519850303
2023/7/1,7:15,316.50100962603796
2023/7/1,7:30,316.4907198813912
2023/7/1,7:45,301.35203572001143
2023/7/1,8:00,271.46506414104584
2023/7/1,8:15,258.782242226435
2023/7/1,8:30,257.24260171217776
2023/7/1,8:45,256.18023423802623
2023/7/1,9:00,257.3637295778538
2023/7/1,9:15,250.80787339699245
2023/7/1,9:30,242.45869643728219
2023/7/1,9:45,248.39753431154253
2023/7/1,10:00,222.77383841600934
2023/7/1,10:15,225.10427123310177
2023/7/1,10:30,236.18007142204723
2023/7/1,10:45,239.6667248958014
2023/7/1,11:00,267.22129605632654
2023/7/1,11:15,243.9635776983806
2023/7/1,11:30,252.59918151995447
2023/7/1,11:45,248.68694308492422
2023/7/1,12:00,231.84620024560238
2023/7/1,12:15,216.86728738458834
2023/7/1,12:30,214.45034688321576
2023/7/1,12:45,214.48316010180181
2023/7/1,13:00,227.81751387168904
2023/7/1,13:15,244.50647896610798
2023/7/1,13:30,252.4025804660824
2023/7/1,13:45,254.61169496574504
2023/7/1,14:00,294.45754235477904
2023/7/1,14:15,279.92210422860467
2023/7/1,14:30,265.59440882008954
2023/7/1,14:45,290.1844341500398
2023/7/1,15:00,256.30685948011
2023/7/1,15:15,296.588960058824
2023/7/1,15:30,363.5927407907608
2023/7/1,15:45,350.13559391725335
2023/7/1,16:00,412.87450654361413
2023/7/1,16:15,420.35996140371475
2023/7/1,16:30,424.6452865800336
2023/7/1,16:45,425.80848730801745
2023/7/1,17:00,455.65472135669546
2023/7/1,17:15,451.062120663761
2023/7/1,17:30,459.4697902032269
2023/7/1,17:45,466.19248064418963
2023/7/1,18:00,482.47511503837444
2023/7/1,18:15,486.91508193965853
2023/7/1,18:30,488.70131079387437
2023/7/1,18:45,488.2644616401067
2023/7/1,19:00,482.0607204098916
2023/7/1,19:15,483.19101406288075
2023/7/1,19:30,480.51761807543915
2023/7/1,19:45,483.28362077514583
2023/7/1,20:00,478.03714953123165
2023/7/1,20:15,468.1550526029985
2023/7/1,20:30,471.46453775581244
2023/7/1,20:45,474.8168398651009
2023/7/1,21:00,471.0070652929557
2023/7/1,21:15,472.80676193476137
2023/7/1,21:30,473.26856946527494
2023/7/1,21:45,468.03329406580247
2023/7/1,22:00,445.8179616859615
2023/7/1,22:15,454.2068749874806
2023/7/1,22:30,455.5126155365293
2023/7/1,22:45,455.1328280023059
2023/7/1,23:00,448.57234906104253
2023/7/1,23:15,435.1415428912155
2023/7/1,23:30,427.2419530772555
2023/7/1,23:45,410.3783306637606
2023/7/1,24:00:00,399.9090342862238
2023/7/2,0:15,397.557025263204
2023/7/2,0:30,402.8572513926143
2023/7/2,0:45,408.9467658618725
2023/7/2,1:00,399.2028089274288
2023/7/2,1:15,381.0705868497722
2023/7/2,1:30,385.1383015154482
2023/7/2,1:45,387.5842941126166
