day,time,clearing price (CNY/MWh)
2023/7/1,0:15,407.812140778928
2023/7/1,0:30,392.24007959889724
2023/7/1,0:45,385.8384290696612
2023/7/1,1:00,386.1666294709963
2023/7/1,1:15,385.20424509963715
2023/7/1,1:30,374.768206235058
2023/7/1,1:45,381.6818178568236
2023/7/1,2:00,380.8271716336463
2023/7/1,2:15,387.41427011617264
2023/7/1,2:30,388.61809625271275
2023/7/1,2:45,384.9935206831484
2023/7/1,3:00,359.01277925980236
2023/7/1,3:15,383.58680350444786
2023/7/1,3:30,377.6443696719981
2023/7/1,3:45,383.55064327716474
2023/7/1,4:00,383.73620106809096
2023/7/1,4:15,393.4202625394859
2023/7/1,4:30,387.79112869375945
2023/7/1,4:45,366.67245812074407
2023/7/1,5:00,362.4466848220732
2023/7/1,5:15,372.7803934607557
2023/7/1,5:30,368.45337229265573
2023/7/1,5:45,368.64870594085903
2023/7/1,6:00,365.0875208672455
2023/7/1,6:15,370.7971695069234
2023/7/1,6:30,363.9141921094757
2023/7/1,6:45,352.15339859707245
2023/7/1,7:00,313.66517666302894
2023/7/1,7:15,315.4555991083161
2023/7/1,7:30,316.6979268365264
2023/7/1,7:45,312.14405763887135
2023/7/1,8:00,281.77808059619986
2023/7/1,8:15,294.8339640498124
2023/7/1,8:30,297.9374685648986
2023/7/1,8:45,276.25909245539896
2023/7/1,9:00,257.90852054240946
2023/7/1,9:15,254.75713667908082
2023/7/1,9:30,248.7841536324677
2023/7/1,9:45,251.63969835361127
2023/7/1,10:00,268.3186926163648
2023/7/1,10:15,265.92981392307223
2023/7/1,10:30,261.3582532181045
2023/7/1,10:45,291.44396930988034
2023/7/1,11:00,301.28456649159483
2023/7/1,11:15,312.9219100103124
2023/7/1,11:30,309.4904622425828
2023/7/1,11:45,311.8600367753714
2023/7/1,12:00,276.33112439594015
2023/7/1,12:15,268.7660245272087
2023/7/1,12:30,259.33271407428344
2023/7/1,12:45,254.13000097150228
2023/7/1,13:00,273.9114464377422
2023/7/1,13:15,281.06817580447523
2023/7/1,13:30,285.33287789337083
2023/7/1,13:45,282.1876336076374
2023/7/1,14:00,313.12792244209095
2023/7/1,14:15,312.9040511663435
2023/7/1,14:30,297.3596851575372
2023/7/1,14:45,305.30105641631434
2023/7/1,15:00,290.16387457505203
2023/7/1,15:15,303.40146548122453
2023/7/1,15:30,347.7541404738023
2023/7/1,15:45,350.6618276948134
2023/7/1,16:00,411.4504175482837
2023/7/1,16:15,417.4782272093775
2023/7/1,16:30,422.31085295826557
2023/7/1,16:45,420.69312852773686
2023/7/1,17:00,464.9748001853518
2023/7/1,17:15,467.5592681478135
2023/7/1,17:30,470.98834395016803
2023/7/1,17:45,483.5604716568438
2023/7/1,18:00,499.2946610743231
2023/7/1,18:15,500.24029661485724
2023/7/1,18:30,502.6988044098549
2023/7/1,18:45,504.5766125036938
2023/7/1,19:00,488.1559578951927
2023/7/1,19:15,487.40001161969445
2023/7/1,19:30,486.8194274668039
2023/7/1,19:45,490.1220621844195
2023/7/1,20:00,484.5050809924985
2023/7/1,20:15,484.0802079706457
2023/7/1,20:30,478.70648726489617
2023/7/1,20:45,480.8915096329025
2023/7/1,21:00,466.32632893957106
2023/7/1,21:15,461.2268557459258
2023/7/1,21:30,453.61112773647443
2023/7/1,21:45,465.4727984310575
2023/7/1,22:00,453.8992278354259
2023/7/1,22:15,458.8355615335672
2023/7/1,22:30,456.0300354196977
2023/7/1,22:45,449.2051679801793
2023/7/1,23:00,447.16462823862935
2023/7/1,23:15,444.4507746797496
2023/7/1,23:30,435.281390135294
2023/7/1,23:45,414.03515934875315
2023/7/1,24:00:00,406.8201638449335
2023/7/2,0:15,398.0579711119978
2023/7/2,0:30,405.6382395818249
2023/7/2,0:45,406.183997350954
2023/7/2,1:00,393.8197565351994
2023/7/2,1:15,391.9245665009774
2023/7/2,1:30,397.7329305560825
2023/7/2,1:45,401.9435883231376
2023/7/2,2:00,394.5285255675252
2023/7/2,2:15,398.1891345703181
2023/7/2,2:30,394.4282410001035
2023/7/2,2:45,393.3229014638495
2023/7/2,3:00,368.74387418181936
2023/7/2,3:15,371.62407481251705
2023/7/2,3:30,365.61672280041375
2023/7/2,3:45,347.1628521559837
2023/7/2,4:00,371.8046035290242
2023/7/2,4:15,357.94190677452684
