day,time,clearing price (CNY/MWh)
2023/7/1,0:15,389.9995473374034
2023/7/1,0:30,386.7292687453018
2023/7/1,0:45,386.87598943519237
2023/7/1,1:00,383.9414990608205
2023/7/1,1:15,385.3929311882661
2023/7/1,1:30,380.06258996597865
2023/7/1,1:45,380.55727454671614
2023/7/1,2:00,379.21932888191026
2023/7/1,2:15,386.3638453986641
2023/7/1,2:30,385.7944220948926
2023/7/1,2:45,384.49729173682556
2023/7/1,3:00,380.29163045839135
2023/7/1,3:15,384.0478639033351
2023/7/1,3:30,376.8216401965431
2023/7/1,3:45,378.2009372040112
2023/7/1,4:00,376.3215186800111
2023/7/1,4:15,376.8240140699181
2023/7/1,4:30,378.04387867845503
2023/7/1,4:45,379.37232884976066
2023/7/1,5:00,383.2923595575834
2023/7/1,5:15,384.9350799331222
2023/7/1,5:30,382.71458940871884
2023/7/1,5:45,382.1341390802374
2023/7/1,6:00,380.5505358093934
2023/7/1,6:15,366.8906557968362
2023/7/1,6:30,353.6374738970184
2023/7/1,6:45,341.59902597618503
2023/7/1,7:00,334.4513698204513
2023/7/1,7:15,327.1193173070681
2023/7/1,7:30,329.3806997147708
2023/7/1,7:45,328.01082162424245
2023/7/1,8:00,322.0633499010009
2023/7/1,8:15,318.3433371691668
2023/7/1,8:30,312.9783833415398
2023/7/1,8:45,309.21495169991044
2023/7/1,9:00,309.0124066974257
2023/7/1,9:15,302.8721917714417
2023/7/1,9:30,302.819583674388
2023/7/1,9:45,301.77216948006486
2023/7/1,10:00,302.6089215564919
2023/7/1,10:15,307.1979250967174
2023/7/1,10:30,313.9220362964049
2023/7/1,10:45,321.93125533416304
2023/7/1,11:00,337.8905763049844
2023/7/1,11:15,351.0608257897961
2023/7/1,11:30,348.7524253739552
2023/7/1,11:45,345.2869531291756
2023/7/1,12:00,341.3419584626346
2023/7/1,12:15,336.35843248278684
2023/7/1,12:30,337.84539613429786
2023/7/1,12:45,345.3115342050915
2023/7/1,13:00,348.9303127239634
2023/7/1,13:15,354.9228880413311
2023/7/1,13:30,357.05853173671636
2023/7/1,13:45,360.197175221343
2023/7/1,14:00,367.4825926093905
2023/7/1,14:15,361.03576513522177
2023/7/1,14:30,354.9774871289574
2023/7/1,14:45,363.19193134881715
2023/7/1,15:00,373.2137355492601
2023/7/1,15:15,379.68047292915503
2023/7/1,15:30,387.0354218341235
2023/7/1,15:45,385.433287035642
2023/7/1,16:00,392.05784870669805
2023/7/1,16:15,404.3340668478395
2023/7/1,16:30,406.60762492865945
2023/7/1,16:45,417.85105499853046
2023/7/1,17:00,429.8277822116123
2023/7/1,17:15,431.26282695511406
2023/7/1,17:30,437.2382491229329
2023/7/1,17:45,444.52627011403695
2023/7/1,18:00,447.1203011004895
2023/7/1,18:15,449.0495709653657
2023/7/1,18:30,453.305849350281
2023/7/1,18:45,455.0800516801738
2023/7/1,19:00,454.0211510017778
2023/7/1,19:15,453.8051285246477
2023/7/1,19:30,453.7970879857967
2023/7/1,19:45,453.3934529354766
2023/7/1,20:00,453.04234940564976
2023/7/1,20:15,448.91671063292307
2023/7/1,20:30,445.97892746645033
2023/7/1,20:45,443.5049685268393
2023/7/1,21:00,443.4780901541089
2023/7/1,21:15,441.0229690483773
2023/7/1,21:30,437.3347355891449
2023/7/1,21:45,429.6956876447745
2023/7/1,22:00,427.06505306240985
2023/7/1,22:15,436.57578529817124
2023/7/1,22:30,436.1137223322006
2023/7/1,22:45,433.4530697381255
2023/7/1,23:00,430.93048468260616
2023/7/1,23:15,433.1979166385873
2023/7/1,23:30,424.63872474342094
2023/7/1,23:45,418.4035548824346
2023/7/1,24:00:00,410.41922322683433
2023/7/2,0:15,409.4910387371874
2023/7/2,0:30,411.1089483071289
2023/7/2,0:45,408.2298227859881
2023/7/2,1:00,407.91762014888803
2023/7/2,1:15,404.8373280033514
2023/7/2,1:30,404.9798369824153
2023/7/2,1:45,401.1654053515024
2023/7/2,2:00,403.09000404618905
2023/7/2,2:15,403.62688231175423
2023/7/2,2:30,404.07914347798265
2023/7/2,2:45,399.1078697478126
2023/7/2,3:00,402.32890961152185
2023/7/2,3:15,397.75782498645
2023/7/2,3:30,396.9937440659238
2023/7/2,3:45,395.34918585293326
2023/7/2,4:00,397.2707214852005
2023/7/2,4:15,396.9301089441602
2023/7/2,4:30,397.3061764327054
2023/7/2,4:45,397.71187905015853
2023/7/2,5:00,398.5325500488836
2023/7/2,5:15,400.78826579111035
2023/7/2,5:30,400.27527941241675
2023/7/2,5:45,398.66900947966906
2023/7/2,6:00,399.54060389111714
2023/7/2,6:15,398.57099148224745
2023/7/2,6:30,392.0115964641647
2023/7/2,6:45,387.26675962335077
2023/7/2,7:00,381.97371118601984
2023/7/2,7:15,380.009522409562
2023/7/2,7:30,368.777272517522
2023/7/2,7:45,364.5718409687692
2023/7/2,8:00,353.58892435767046
2023/7/2,8:15,339.3175039330746
2023/7/2,8:30,337.4067655958358
2023/7/2,8:45,332.0253478077044
2023/7/2,9:00,335.9856577863425
2023/7/2,9:15,332.57547381823355
2023/7/2,9:30,335.2296174046674
2023/7/2,9:45,339.58123360738733
2023/7/2,10:00,338.8005355732358
2023/7/2,10:15,336.50025227280634
2023/7/2,10:30,335.48783356662506
2023/7/2,10:45,345.5251828088465
2023/7/2,11:00,343.45034090248697
2023/7/2,11:15,357.97905857031475
2023/7/2,11:30,355.4532572992549
2023/7/2,11:45,358.8168827185886
2023/7/2,12:00,354.0239557977897
2023/7/2,12:15,355.03920783670884
2023/7/2,12:30,350.97391139364487
2023/7/2,12:45,361.9879946648612
2023/7/2,13:00,358.39839181553435
2023/7/2,13:15,368.32623657626135
2023/7/2,13:30,368.47196177086556
2023/7/2,13:45,371.78872233518194
2023/7/2,14:00,374.21459119480795
2023/7/2,14:15,377.482266183853
2023/7/2,14:30,379.6967837365385
2023/7/2,14:45,383.7974585505469
2023/7/2,15:00,388.44152063776164
2023/7/2,15:15,396.588577484394
2023/7/2,15:30,399.9394146181266
2023/7/2,15:45,404.61801273412044
2023/7/2,16:00,405.39924680419534
2023/7/2,16:15,417.53961812703517
2023/7/2,16:30,419.9140275380147
2023/7/2,16:45,428.36777350939235
2023/7/2,17:00,434.2547497498502
2023/7/2,17:15,435.56114587173596
2023/7/2,17:30,438.48039751057115
2023/7/2,17:45,441.1710681163567
2023/7/2,18:00,440.76092405839535
2023/7/2,18:15,446.0760265451462
2023/7/2,18:30,452.14686310733015
2023/7/2,18:45,451.21584528494526
2023/7/2,19:00,455.2029570597534
2023/7/2,19:15,455.0373219594228
2023/7/2,19:30,457.1103260283307
2023/7/2,19:45,460.7513117497436
2023/7/2,20:00,463.77218048434327
2023/7/2,20:15,469.3960396629724
2023/7/2,20:30,467.1430041003626
2023/7/2,20:45,466.57120692321604
2023/7/2,21:00,469.2772694176591
2023/7/2,21:15,468.4422786021232
2023/7/2,21:30,470.4159628720812
2023/7/2,21:45,467.6333238171524
2023/7/2,22:00,476.6507498502651
2023/7/2,22:15,496.8249212867789
2023/7/2,22:30,487.67195474160667
2023/7/2,22:45,480.9884291189767
2023/7/2,23:00,471.8755121149383
2023/7/2,23:15,461.238415250993
2023/7/2,23:30,450.36155717616697
2023/7/2,23:45,444.12248191059587
2023/7/2,24:00:00,436.61728979395446
2023/7/3,0:15,434.71949289543784
2023/7/3,0:30,432.77000681859323
2023/7/3,0:45,431.31466928656283
2023/7/3,1:00,428.18353030486367
2023/7/3,1:15,426.0848730881931
2023/7/3,1:30,423.4621258915584
2023/7/3,1:45,420.8708516612834
2023/7/3,2:00,419.50296456132764
2023/7/3,2:15,423.9048149877261
2023/7/3,2:30,423.8098600527239
2023/7/3,2:45,424.4173419070568
2023/7/3,3:00,420.5150769612669
2023/7/3,3:15,421.8730091083595
2023/7/3,3:30,417.0312263419707
2023/7/3,3:45,419.9659464460241
2023/7/3,4:00,418.7241809411882
2023/7/3,4:15,420.44623463339025
2023/7/3,4:30,422.17571625195944
2023/7/3,4:45,423.66505377684547
2023/7/3,5:00,426.38459374593407
2023/7/3,5:15,428.13720148576994
2023/7/3,5:30,432.3097051135138
2023/7/3,5:45,435.4945242641134
2023/7/3,6:00,434.488231682771
2023/7/3,6:15,437.87682106082303
2023/7/3,6:30,435.47453778182665
2023/7/3,6:45,431.292462084022
2023/7/3,7:00,428.7611473006072
2023/7/3,7:15,431.6996196561244
2023/7/3,7:30,427.9165078384502
2023/7/3,7:45,431.84312413047456
2023/7/3,8:00,428.51640861329497
2023/7/3,8:15,424.8091075905016
2023/7/3,8:30,424.94372918383544
2023/7/3,8:45,423.5997339707512
2023/7/3,9:00,421.5104956710203
2023/7/3,9:15,425.42279214623386
2023/7/3,9:30,425.39292728764445
2023/7/3,9:45,426.96672875874617
2023/7/3,10:00,427.24033680936157
2023/7/3,10:15,422.20703606519805
2023/7/3,10:30,425.20332372388185
2023/7/3,10:45,424.30653562403404
2023/7/3,11:00,426.32226042569874
2023/7/3,11:15,427.7183276999132
2023/7/3,11:30,421.9157388291105
2023/7/3,11:45,412.6329750139149
2023/7/3,12:00,402.86946355199024
2023/7/3,12:15,402.4208014841047
2023/7/3,12:30,403.0755310762573
2023/7/3,12:45,406.7437014766425
2023/7/3,13:00,402.6656167479774
2023/7/3,13:15,402.1213105560452
2023/7/3,13:30,404.3752650373808
2023/7/3,13:45,406.29634121028516
2023/7/3,14:00,410.9526555471776
